"","ForestManagementIntensity","y","run"
"1",1,2.77274071974664e-05,1
"2",1.05050505050505,2.77274071974664e-05,1
"3",1.1010101010101,2.77274071974664e-05,1
"4",1.15151515151515,2.77274071974664e-05,1
"5",1.2020202020202,2.77274071974664e-05,1
"6",1.25252525252525,2.77274071974664e-05,1
"7",1.3030303030303,2.77274071974664e-05,1
"8",1.35353535353535,2.77274071974664e-05,1
"9",1.4040404040404,2.77274071974664e-05,1
"10",1.45454545454545,2.77274071974664e-05,1
"11",1.50505050505051,2.77274071974664e-05,1
"12",1.55555555555556,2.77274071974664e-05,1
"13",1.60606060606061,2.77274071974664e-05,1
"14",1.65656565656566,2.77274071974664e-05,1
"15",1.70707070707071,2.77274071974664e-05,1
"16",1.75757575757576,2.77274071974664e-05,1
"17",1.80808080808081,2.77274071974664e-05,1
"18",1.85858585858586,2.77274071974664e-05,1
"19",1.90909090909091,2.77274071974664e-05,1
"20",1.95959595959596,2.77274071974664e-05,1
"21",2.01010101010101,2.77274071974664e-05,1
"22",2.06060606060606,2.77274071974664e-05,1
"23",2.11111111111111,2.77274071974664e-05,1
"24",2.16161616161616,2.77274071974664e-05,1
"25",2.21212121212121,2.77274071974664e-05,1
"26",2.26262626262626,2.77274071974664e-05,1
"27",2.31313131313131,2.77274071974664e-05,1
"28",2.36363636363636,2.77274071974664e-05,1
"29",2.41414141414141,2.77274071974664e-05,1
"30",2.46464646464646,2.77274071974664e-05,1
"31",2.51515151515152,2.77274071974664e-05,1
"32",2.56565656565657,2.77274071974664e-05,1
"33",2.61616161616162,2.77274071974664e-05,1
"34",2.66666666666667,2.77274071974664e-05,1
"35",2.71717171717172,2.77274071974664e-05,1
"36",2.76767676767677,2.77274071974664e-05,1
"37",2.81818181818182,2.77274071974664e-05,1
"38",2.86868686868687,2.77274071974664e-05,1
"39",2.91919191919192,2.77274071974664e-05,1
"40",2.96969696969697,2.77274071974664e-05,1
"41",3.02020202020202,2.77274071974664e-05,1
"42",3.07070707070707,2.77274071974664e-05,1
"43",3.12121212121212,2.77274071974664e-05,1
"44",3.17171717171717,2.89605135292489e-05,1
"45",3.22222222222222,2.89605135292489e-05,1
"46",3.27272727272727,2.89605135292489e-05,1
"47",3.32323232323232,2.89605135292489e-05,1
"48",3.37373737373737,2.89605135292489e-05,1
"49",3.42424242424242,2.89605135292489e-05,1
"50",3.47474747474747,2.89605135292489e-05,1
"51",3.52525252525253,2.89605135292489e-05,1
"52",3.57575757575758,3.11924062509602e-05,1
"53",3.62626262626263,3.20897134446183e-05,1
"54",3.67676767676768,3.20897134446183e-05,1
"55",3.72727272727273,3.20093252204359e-05,1
"56",3.77777777777778,3.20093252204359e-05,1
"57",3.82828282828283,3.20093252204359e-05,1
"58",3.87878787878788,3.20093252204359e-05,1
"59",3.92929292929293,3.20093252204359e-05,1
"60",3.97979797979798,3.20093252204359e-05,1
"61",4.03030303030303,2.03565775680252e-05,1
"62",4.08080808080808,1.64052408794835e-05,1
"63",4.13131313131313,-2.25501764890318e-05,1
"64",4.18181818181818,-7.68301278365714e-05,1
"65",4.23232323232323,-8.74380896943602e-05,1
"66",4.28282828282828,-0.000105532551156962,1
"67",4.33333333333333,-0.000110035142919038,1
"68",4.38383838383838,-0.000111633203972555,1
"69",4.43434343434343,-0.000113489919201656,1
"70",4.48484848484848,-0.000124382738375411,1
"71",4.53535353535354,-0.000127053497592731,1
"72",4.58585858585859,-0.000156471367750913,1
"73",4.63636363636364,-0.000236198559988552,1
"74",4.68686868686869,-0.000253173576566633,1
"75",4.73737373737374,-0.00025659040241639,1
"76",4.78787878787879,-0.000260074248706525,1
"77",4.83838383838384,-0.000260074248706525,1
"78",4.88888888888889,-0.000256917511958287,1
"79",4.93939393939394,-0.000295074792389411,1
"80",4.98989898989899,-0.000295074792389411,1
"81",5.04040404040404,-0.00027528319498148,1
"82",5.09090909090909,-0.000157536376732363,1
"83",5.14141414141414,-0.000143369819912875,1
"84",5.19191919191919,-0.000143369819912875,1
"85",5.24242424242424,-0.000132590666806477,1
"86",5.29292929292929,-0.000132590666806477,1
"87",5.34343434343434,-0.000132590666806477,1
"88",5.39393939393939,-0.000132590666806477,1
"89",5.44444444444444,-0.000132590666806477,1
"90",5.49494949494949,-0.000132590666806477,1
"91",5.54545454545454,-0.000132590666806477,1
"92",5.5959595959596,-0.000132590666806477,1
"93",5.64646464646465,-0.000132590666806477,1
"94",5.6969696969697,-0.000141336544620108,1
"95",5.74747474747475,-0.000141336544620108,1
"96",5.7979797979798,-0.000141336544620108,1
"97",5.84848484848485,-0.000141336544620108,1
"98",5.8989898989899,-0.000159577468590755,1
"99",5.94949494949495,-0.000159577468590755,1
"100",6,-0.000159577468590755,1
"101",1,3.1996998366902e-05,2
"102",1.05050505050505,3.1996998366902e-05,2
"103",1.1010101010101,3.1996998366902e-05,2
"104",1.15151515151515,3.1996998366902e-05,2
"105",1.2020202020202,3.1996998366902e-05,2
"106",1.25252525252525,3.1996998366902e-05,2
"107",1.3030303030303,3.1996998366902e-05,2
"108",1.35353535353535,3.1996998366902e-05,2
"109",1.4040404040404,3.1996998366902e-05,2
"110",1.45454545454545,3.1996998366902e-05,2
"111",1.50505050505051,3.1996998366902e-05,2
"112",1.55555555555556,3.1996998366902e-05,2
