"","ForestManagementIntensity","y","run"
"1",1,-0.000139116529840943,1
"2",1.05050505050505,-0.000139116529840943,1
"3",1.1010101010101,-0.000139116529840943,1
"4",1.15151515151515,-0.000139116529840943,1
"5",1.2020202020202,-0.000139116529840943,1
"6",1.25252525252525,-0.000139116529840943,1
"7",1.3030303030303,-0.000139116529840943,1
"8",1.35353535353535,-0.000139116529840943,1
"9",1.4040404040404,-0.000139116529840943,1
"10",1.45454545454545,-0.000139116529840943,1
"11",1.50505050505051,-0.000139116529840943,1
"12",1.55555555555556,-0.000139116529840943,1
"13",1.60606060606061,-0.000139116529840943,1
"14",1.65656565656566,-0.000139116529840943,1
"15",1.70707070707071,-0.000139116529840943,1
"16",1.75757575757576,-0.000139116529840943,1
"17",1.80808080808081,-0.000139116529840943,1
"18",1.85858585858586,-0.000139116529840943,1
"19",1.90909090909091,-0.000139116529840943,1
"20",1.95959595959596,-0.000139116529840943,1
"21",2.01010101010101,-0.000139116529840943,1
"22",2.06060606060606,-0.000139116529840943,1
"23",2.11111111111111,-0.000139116529840943,1
"24",2.16161616161616,-0.000139116529840943,1
"25",2.21212121212121,-0.000139116529840943,1
"26",2.26262626262626,-0.000139116529840943,1
"27",2.31313131313131,-0.000139116529840943,1
"28",2.36363636363636,-0.000139116529840943,1
"29",2.41414141414141,-0.000139116529840943,1
"30",2.46464646464646,-0.000139116529840943,1
"31",2.51515151515152,-0.000139116529840943,1
"32",2.56565656565657,-0.000139116529840943,1
"33",2.61616161616162,-0.000132915845104366,1
"34",2.66666666666667,-0.000121295803539058,1
"35",2.71717171717172,-0.000110790463062638,1
"36",2.76767676767677,-8.90930849255994e-05,1
"37",2.81818181818182,-8.25021633071431e-05,1
"38",2.86868686868687,-7.05518473704644e-05,1
"39",2.91919191919192,-2.30056810296489e-05,1
"40",2.96969696969697,2.92842666055639e-05,1
"41",3.02020202020202,9.17674723159814e-05,1
"42",3.07070707070707,0.000140553942243364,1
"43",3.12121212121212,0.000140553942243364,1
"44",3.17171717171717,0.000177534055569745,1
"45",3.22222222222222,0.000196533160165024,1
"46",3.27272727272727,0.000196533160165024,1
"47",3.32323232323232,0.000196533160165024,1
"48",3.37373737373737,0.000196533160165024,1
"49",3.42424242424242,0.000196533160165024,1
"50",3.47474747474747,0.000196533160165024,1
"51",3.52525252525253,0.000196533160165024,1
"52",3.57575757575758,0.000196533160165024,1
"53",3.62626262626263,0.000196533160165024,1
"54",3.67676767676768,0.000196533160165024,1
"55",3.72727272727273,0.000196533160165024,1
"56",3.77777777777778,0.000198867710158209,1
"57",3.82828282828283,0.000198867710158209,1
"58",3.87878787878788,0.000198867710158209,1
"59",3.92929292929293,0.000198867710158209,1
"60",3.97979797979798,0.000198867710158209,1
"61",4.03030303030303,0.000198867710158209,1
"62",4.08080808080808,0.000198867710158209,1
"63",4.13131313131313,0.000198867710158209,1
"64",4.18181818181818,0.000198867710158209,1
"65",4.23232323232323,0.000198867710158209,1
"66",4.28282828282828,0.000198867710158209,1
"67",4.33333333333333,0.000198867710158209,1
"68",4.38383838383838,0.000198867710158209,1
"69",4.43434343434343,0.000198867710158209,1
"70",4.48484848484848,0.000198867710158209,1
